Original ID,Master Question,Category,Ground Truth,Answer,Source,has_ground_truth
Q051,"Học phần ""Lập trình hướng đối tượng"" (ngành Mạng máy tính và truyền thông dữ liệu) yêu cầu học phần tiên quyết nào?",academic_program,"Học phần ""Lập trình hướng đối tượng"" yêu cầu học phần tiên quyết: CT101.","Học phần ""Lập trình hướng đối tượng"" (mã số: CT108H) trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao yêu cầu học phần tiên quyết là: **Lập trình căn bản A** (mã số: CT054H).

---
📌 **Nguồn tham khảo:** [Khối kiến thức cơ sở ngành](/api/pdfs/109_7480102C_MangMayTinhVaTruyenThongDuLieu_CTCLC.pdf)",72_7480102_MangMayTinhVaTruyenThongDuLieu.md,True
Q052,Mã ngành của chương trình đào tạo Công nghệ thông tin là gì?,academic_program,Mã ngành của ngành Công nghệ thông tin là: 7480201.,"Mã ngành của chương trình đào tạo Công nghệ thông tin tại Trường Đại học Cần Thơ như sau:

*   **Trình độ Đại học:** 7480201
*   **Trình độ Thạc sĩ:** 8480201

---
📌 **Nguồn tham khảo:** [Thông tin chung về chương trình đào tạo](/api/pdfs/66_7480201_CongNgheThongTin.pdf) · [Mã ngành](/api/pdfs/S8480201.pdf)",66_7480201_CongNgheThongTin.md,True
Q053,"Học phần ""Quản trị cơ sở dữ liệu"" trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Quản trị cơ sở dữ liệu có mã số CT205, số tín chỉ là 3 (Tự chọn), số tiết là 30 LT, 30 TH.","Học phần ""Quản trị cơ sở dữ liệu"" trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu có thông tin như sau:

- Mã số: CT205
- Số tín chỉ: 3 tín chỉ

---
📌 **Nguồn tham khảo:** [Khung chương trình đào tạo](/api/pdfs/72_7480102_MangMayTinhVaTruyenThongDuLieu.pdf)",72_7480102_MangMayTinhVaTruyenThongDuLieu.md,True
Q054,"Học phần ""Quản trị hệ thống"" trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Quản trị hệ thống có mã số CT105H, số tín chỉ là 3 (Bắt buộc), số tiết là 30 LT, 30 TH.","Học phần ""Quản trị hệ thống"" trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) có thông tin chi tiết như sau:

- Mã số: CT105H
- Số tín chỉ: 3 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO CHẤT LƯỢNG CAO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",67_7480201C_CongNgheThongTin_CTCLC.md,True
Q055,Ngành Công nghệ thông tin (chất lượng cao) được đào tạo theo những hình thức nào?,academic_program,"Hình thức đào tạo của ngành Công nghệ thông tin (chất lượng cao) là: Chính quy, Vừa làm vừa học, Đào tạo từ xa.","Chào bạn, cảm ơn bạn đã quan tâm đến chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) tại Trường Đại học Cần Thơ.

Theo thông tin chương trình đào tạo, ngành Công nghệ thông tin (chất lượng cao) được đào tạo theo các hình thức sau:

*   Chính quy
*   Vừa làm vừa học
*   Đào tạo từ xa

---
📌 **Nguồn tham khảo:** [Thông tin chung về chương trình đào tạo](/api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",67_7480201C_CongNgheThongTin_CTCLC.md,True
Q056,"Trong chương trình đào tạo ngành Hệ thống thông tin, học phần có mã số XH031 tên là gì?",academic_program,"Học phần có mã số XH031 là ""Anh văn tăng cường 1 (*)"".","Trong chương trình đào tạo ngành Hệ thống thông tin, học phần có mã số XH031 có tên là: **Anh văn tăng cường 1**.

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/68_7480104_HeThongThongTin.pdf)",68_7480104_HeThongThongTin.md,True
Q057,"Học phần ""Nền tảng An ninh mạng"" trong chương trình đào tạo ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Nền tảng An ninh mạng có mã số CT228H, số tín chỉ là 3 (Tự chọn), số tiết là 30 LT, 30 TH.","Học phần ""Nền tảng An ninh mạng"" trong chương trình đào tạo ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao có thông tin như sau:

- Mã số: CT228H
- Số tín chỉ: 3 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC](/api/pdfs/71_7480103C_KyThuatPhanMem_CTCLC.pdf)",71_7480103C_KyThuatPhanMem_CTCLC.md,True
Q058,"Chuẩn đầu ra (PLO) thuộc phần ""Khối kiến thức cơ sở ngành"" của ngành Trí tuệ nhân tạo gồm những nội dung gì?",academic_program,"Đề xuất phương pháp giải quyết những bài toán được khái quát hóa từ những vấn đề thực tế dựa trên kiến thức nền tảng về khoa học máy tính, trí tuệ nhân tạo và toán ứng dụng trong khoa học máy tính (PLO3) Vận dụng các kiến thức cơ bản về khoa học máy tính và các kỹ thuật lập trình để xây dựng ứng dụng công nghệ thông tin (PLO4)","Chào bạn, dựa trên chương trình đào tạo ngành Trí tuệ nhân tạo, chuẩn đầu ra (PLO) thuộc khối kiến thức cơ sở ngành bao gồm các nội dung sau:

*   **PLO3:** Đề xuất phương pháp giải quyết những bài toán được khái quát hóa từ những vấn đề thực tế dựa trên kiến thức nền tảng về khoa học máy tính, trí tuệ nhân tạo và toán ứng dụng trong khoa học máy tính.
*   **PLO4:** Vận dụng các kiến thức cơ bản về khoa học máy tính và các kỹ thuật lập trình để xây dựng ứng dụng công nghệ thông tin.

---
📌 **Nguồn tham khảo:** [3.1.2 Khối kiến thức cơ sở ngành](/api/pdfs/108_7480107_TriTueNhanTao.pdf)",108_7480107_TriTueNhanTao.md,True
Q059,"Học phần ""Tiểu luận tốt nghiệp - CNTT"" trong chương trình đào tạo ngành Công nghệ thông tin có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Tiểu luận tốt nghiệp - CNTT có mã số CT501E, số tín chỉ là 6, số tiết là 180 TH.","Học phần ""Tiểu luận tốt nghiệp - CNTT"" trong chương trình đào tạo đại học ngành Công nghệ thông tin có thông tin chi tiết như sau:

*   **Mã số:** CT501E
*   **Số tín chỉ:** 6 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo/](/api/pdfs/66_7480201_CongNgheThongTin.pdf)",66_7480201_CongNgheThongTin.md,True
Q060,"Khối kiến thức ""Khối kiến thức giáo dục đại cương"" trong chương trình đào tạo ngành Hệ thống thông tin có tổng cộng bao nhiêu tín chỉ?",academic_program,"Khối kiến thức ""Khối kiến thức giáo dục đại cương"" của ngành Hệ thống thông tin: 56 TC (Bắt buộc 41 TC; Tự chọn: 15 TC).","Khối kiến thức ""Khối kiến thức giáo dục đại cương"" trong chương trình đào tạo ngành Hệ thống thông tin có tổng cộng 56 tín chỉ (trong đó bao gồm 41 tín chỉ bắt buộc và 15 tín chỉ tự chọn).

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/68_7480104_HeThongThongTin.pdf)",68_7480104_HeThongThongTin.md,True
Q061,"Học phần ""Phân tích và thiết kế thuật toán"" (ngành Công nghệ thông tin) yêu cầu học phần tiên quyết nào?",academic_program,"Học phần ""Phân tích và thiết kế thuật toán"" yêu cầu học phần tiên quyết: CT177.","Học phần ""Phân tích và thiết kế thuật toán"" (mã số: CT109H) thuộc khối kiến thức cơ sở ngành của chương trình đào tạo Công nghệ thông tin chất lượng cao yêu cầu học phần tiên quyết là: **Cấu trúc dữ liệu** (mã số: CT102H).

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO CHẤT LƯỢNG CAO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",66_7480201_CongNgheThongTin.md,True
Q062,Ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao được đào tạo theo những hình thức nào?,academic_program,"Hình thức đào tạo của ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao là: Chính quy, Vừa làm vừa học, Đào tạo từ xa.","Chào bạn, cảm ơn bạn đã quan tâm đến chương trình đào tạo tại Trường Đại học Cần Thơ.

Ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao (mã ngành: 7480103C) được đào tạo theo các hình thức sau:

*   Chính quy
*   Vừa làm vừa học
*   Đào tạo từ xa

---
📌 **Nguồn tham khảo:** [Thông tin chung về chương trình đào tạo](/api/pdfs/71_7480103C_KyThuatPhanMem_CTCLC.pdf)",71_7480103C_KyThuatPhanMem_CTCLC.md,True
Q063,"Khối kiến thức ""Khối kiến thức Giáo dục đại cương"" trong chương trình đào tạo ngành Công nghệ thông tin có tổng cộng bao nhiêu tín chỉ?",academic_program,"Khối kiến thức ""Khối kiến thức Giáo dục đại cương"" của ngành Công nghệ thông tin: 56 TC (Bắt buộc 41 TC; Tự chọn: 15 TC).","Khối kiến thức ""Khối kiến thức Giáo dục đại cương"" trong chương trình đào tạo ngành Công nghệ thông tin có tổng cộng 56 tín chỉ (trong đó bao gồm 41 tín chỉ bắt buộc và 15 tín chỉ tự chọn).

---
📌 **Nguồn tham khảo:** [Khối kiến thức Giáo dục đại cương](/api/pdfs/66_7480201_CongNgheThongTin.pdf)",66_7480201_CongNgheThongTin.md,True
Q064,"Học phần ""Pháp văn tăng cường 3 (*)"" (ngành Mạng máy tính và truyền thông dữ liệu) yêu cầu học phần tiên quyết nào?",academic_program,"Học phần ""Pháp văn tăng cường 3 (*)"" yêu cầu học phần tiên quyết: FL008.","Hiện tại dữ liệu được cung cấp chưa có thông tin về học phần ""Pháp văn tăng cường 3 (*)"" trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu (Chương trình chất lượng cao).

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO CHẤT LƯỢNG CAO TRÌNH ĐỘ ĐẠI HỌC](/api/pdfs/109_7480102C_MangMayTinhVaTruyenThongDuLieu_CTCLC.pdf)",72_7480102_MangMayTinhVaTruyenThongDuLieu.md,True
Q065,"Trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao), học phần có mã số CT206H tên là gì?",academic_program,"Học phần có mã số CT206H là ""Nguyên lý hệ quản trị cơ sở dữ liệu"".","Học phần có mã số **CT206H** trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) có tên là: **Nguyên lý hệ quản trị cơ sở dữ liệu**.

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO CHẤT LƯỢNG CAO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",67_7480201C_CongNgheThongTin_CTCLC.md,True
Q066,Mục tiêu đào tạo chung của ngành Công nghệ thông tin (chất lượng cao) là gì?,academic_program,"Mục tiêu của ngành Công nghệ thông tin (CNTT) chất lượng cao là đào tạo kỹ sư CNTT có đầy đủ sức khỏe, phẩm chất đạo đức, kiến thức nền tảng chuyên sâu và kỹ năng kỹ thuật vượt trội. Chương trình nhằm trang bị cho người học khả năng vận dụng sáng tạo các giải pháp và sản phẩm CNTT tiên tiến, đảm nhận các vị trí chuyên gia, lãnh đạo, nghiên cứu và đổi mới sáng tạo trong bối cảnh hội nhập quốc tế. Sinh viên tốt nghiệp sẽ là nguồn nhân lực có tính cạnh tranh cao trên thị trường lao động toàn cầu, có khả năng thích nghi, dẫn dắt và phát triển liên tục thông qua học tập suốt đời để tiếp tục học lên các trình độ cao hơn trong lĩnh vực này.","Mục tiêu đào tạo chung của ngành Công nghệ thông tin (chất lượng cao) là đào tạo kỹ sư CNTT có đầy đủ sức khỏe, phẩm chất đạo đức, kiến thức nền tảng chuyên sâu và kỹ năng kỹ thuật vượt trội. Chương trình nhằm trang bị cho người học khả năng vận dụng sáng tạo các giải pháp và sản phẩm CNTT tiên tiến, đảm nhận các vị trí chuyên gia, lãnh đạo, nghiên cứu và đổi mới sáng tạo trong bối cảnh hội nhập quốc tế. Sinh viên tốt nghiệp sẽ là nguồn nhân lực có tính cạnh tranh cao trên thị trường lao động toàn cầu, có khả năng thích nghi, dẫn dắt và phát triển liên tục thông qua học tập suốt đời để tiếp tục học lên các trình độ cao hơn trong lĩnh vực này.

---
📌 **Nguồn tham khảo:** [2.1 Mục tiêu đào tạo chung](/api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",67_7480201C_CongNgheThongTin_CTCLC.md,True
Q067,"Học phần ""Hệ thống thông tin địa lý"" trong chương trình đào tạo ngành Hệ thống thông tin có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Hệ thống thông tin địa lý có mã số CT080ET, số tín chỉ là 3, số tiết là 30 LT, 30 TH.","Học phần ""Hệ thống thông tin địa lý"" trong chương trình đào tạo ngành Hệ thống thông tin có thông tin chi tiết như sau:

- Mã số học phần: CT080ET
- Số tín chỉ: 3 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/68_7480104_HeThongThongTin.pdf)",68_7480104_HeThongThongTin.md,True
Q068,Ngành Hệ thống thông tin được đào tạo theo những hình thức nào?,academic_program,"Hình thức đào tạo của ngành Hệ thống thông tin là: Chính quy, Vừa làm vừa học, Đào tạo từ xa.","Chào bạn, với tư cách là trợ lý ảo tư vấn học vụ của Trường Đại học Cần Thơ, tôi xin giải đáp thắc mắc của bạn về hình thức đào tạo ngành Hệ thống thông tin như sau:

Đối với trình độ đại học, ngành Hệ thống thông tin (mã ngành 7480104) được đào tạo theo các hình thức sau:
- Chính quy
- Vừa làm vừa học
- Đào tạo từ xa

Đối với trình độ thạc sĩ, ngành Hệ thống thông tin (mã ngành 8480104) được đào tạo theo hình thức:
- Chính quy

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC](/api/pdfs/68_7480104_HeThongThongTin.pdf) · [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ](/api/pdfs/S8480104.pdf)",68_7480104_HeThongThongTin.md,True
Q069,"Học phần ""Blockchain"" trong chương trình đào tạo ngành Công nghệ thông tin có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Blockchain có mã số CT279, số tín chỉ là 3, số tiết là 30 LT, 30 TH.","Học phần ""Blockchain"" trong chương trình đào tạo ngành Công nghệ thông tin có thông tin như sau:

*   **Mã số:** CT279
*   **Số tín chỉ:** 3 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/66_7480201_CongNgheThongTin.pdf)",66_7480201_CongNgheThongTin.md,True
Q070,Mục tiêu đào tạo chung của ngành Hệ thống thông tin là gì?,academic_program,"Chương trình Hệ thống thông tin (HTTT) trình độ đại học đào tạo những kỹ sư trình độ cao, có kiến thức cơ bản về năng lực số, khoa học chính trị, xã hội, pháp luật, giáo dục thể chất, quốc phòng và an ninh; có kiến thức chuyên môn toàn diện để giải quyết những vấn đề về HTTT thông minh và HTTT quản lý; có khả năng sử dụng ngoại ngữ trong công việc; có năng lực tự chủ và trách nhiệm, có khả năng học tập suốt đời và tác phong làm việc chuyên nghiệp để thích ứng với môi trường hội nhập quốc tế.","Mục tiêu đào tạo chung của chương trình Hệ thống thông tin (HTTT) trình độ đại học là đào tạo những kỹ sư trình độ cao, có các đặc điểm và năng lực sau:

*   Có kiến thức cơ bản về năng lực số, khoa học chính trị, xã hội, pháp luật, giáo dục thể chất, quốc phòng và an ninh.
*   Có kiến thức chuyên môn toàn diện để giải quyết những vấn đề về HTTT thông minh và HTTT quản lý.
*   Có khả năng sử dụng ngoại ngữ trong công việc.
*   Có năng lực tự chủ và trách nhiệm, có khả năng học tập suốt đời và tác phong làm việc chuyên nghiệp để thích ứng với môi trường hội nhập quốc tế.

---
📌 **Nguồn tham khảo:** [2.1 Mục tiêu đào tạo chung](/api/pdfs/68_7480104_HeThongThongTin.pdf)",68_7480104_HeThongThongTin.md,True
Q071,Mã ngành của chương trình đào tạo Công nghệ thông tin (chất lượng cao) là gì?,academic_program,Mã ngành của ngành Công nghệ thông tin (chất lượng cao) là: 7480201.,"Mã ngành của chương trình đào tạo Công nghệ thông tin (chất lượng cao) tại Trường Đại học Cần Thơ là: **7480201**.

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO CHẤT LƯỢNG CAO TRÌNH ĐỘ ĐẠI HỌC](/api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",67_7480201C_CongNgheThongTin_CTCLC.md,True
Q072,"Học phần ""Kỹ năng thuyết trình (*)"" trong chương trình đào tạo ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Kỹ năng thuyết trình (*) có mã số FL014H, số tín chỉ là 3 (Bắt buộc), số tiết là 45 LT, 0 TH.","Học phần ""Kỹ năng thuyết trình (*)"" trong chương trình đào tạo ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao có thông tin như sau:

- Mã số: FL014H
- Số tín chỉ: 3 (Bắt buộc)

---
📌 **Nguồn tham khảo:** [Khối kiến thức Tiếng Anh tăng cường](/api/pdfs/71_7480103C_KyThuatPhanMem_CTCLC.pdf)",71_7480103C_KyThuatPhanMem_CTCLC.md,True
Q073,Mã ngành của chương trình đào tạo Khoa học máy tính là gì?,academic_program,Mã ngành của ngành Khoa học máy tính là: 7480101.,"Mã ngành của chương trình đào tạo Khoa học máy tính tại Trường Đại học Cần Thơ như sau:

*   **Trình độ Đại học:** 7480101
*   **Trình độ Thạc sĩ:** 8480101

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC](/api/pdfs/73_7480101_KhoaHocMayTinh.pdf) · [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ THẠC SĨ](/api/pdfs/S8480101.pdf)",73_7480101_KhoaHocMayTinh.md,True
Q074,Mã ngành của chương trình đào tạo Kỹ thuật Phần mềm là gì?,academic_program,Mã ngành của ngành Kỹ thuật Phần mềm là: 7480103.,"Mã ngành của chương trình đào tạo Kỹ thuật Phần mềm là **7480103**.

---
📌 **Nguồn tham khảo:** [Thông tin chung về chương trình đào tạo](/api/pdfs/70_7480103_KyThuatPhanMem.pdf)",70_7480103_KyThuatPhanMem.md,True
Q075,"Học phần ""Công nghệ và dịch vụ Web"" trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Công nghệ và dịch vụ Web có mã số CT313H, số tín chỉ là 3, số tiết là 30 LT, 30 TH.","Học phần ""Công nghệ và dịch vụ Web"" trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) có thông tin như sau:

- Mã số: CT313H
- Số tín chỉ: 3 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO CHẤT LƯỢNG CAO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo]( /api/pdfs/67_7480201C_CongNgheThongTin_CTCLC.pdf)",67_7480201C_CongNgheThongTin_CTCLC.md,True
Q076,"Sinh viên vi phạm quy định về thi, kiểm tra có thể bị xử lý bằng những hình thức nào?",academic_rules,"Tùy mức độ vi phạm, sinh viên vi phạm quy định về thi và kiểm tra có thể bị khiển trách, cảnh cáo, đình chỉ thi/học phần, hoặc hình thức kỷ luật nặng hơn theo quy định tại Điều 28 của Quy định công tác học vụ.","Sinh viên vi phạm các quy định về thi và kiểm tra có thể bị xử lý bằng các hình thức kỷ luật sau đây:

1. **Khiển trách:** Áp dụng đối với các lỗi như nhìn bài của người khác hoặc trao đổi, thảo luận với người khác. Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó. Nếu bị khiển trách 2 lần trong một năm học, sinh viên sẽ bị kỷ luật cảnh cáo toàn đơn vị đào tạo.

2. **Cảnh cáo:** Áp dụng đối với các lỗi như đã bị khiển trách một lần nhưng vẫn tiếp tục vi phạm trong cùng buổi thi; trao đổi giấy nháp; chép bài hoặc để người khác chép bài; không chấp hành sự quản lý hoặc có thái độ thiếu tôn trọng cán bộ coi thi. Sinh viên bị cảnh cáo sẽ bị trừ 50% điểm số của lần thi/kiểm tra đó. Nếu bị cảnh cáo 2 lần trong một năm học, sinh viên sẽ bị kỷ luật cảnh cáo toàn Trường.

3. **Đình chỉ thi:** Áp dụng đối với các lỗi như đã bị cảnh cáo một lần nhưng vẫn tiếp tục vi phạm; mang vật dụng không được phép vào phòng thi; sử dụng giấy nháp hoặc bài làm của người khác; đưa đề thi ra ngoài hoặc nhận bài giải từ ngoài vào; có hành động gây rối hoặc đe dọa cán bộ coi thi/sinh viên khác. Sinh viên bị đình chỉ thi sẽ nhận điểm 0 cho lần thi/kiểm tra đó. Nếu bị đình chỉ thi 2 lần trong một năm học, sinh viên sẽ bị đình chỉ học tập 1 năm; nếu tái phạm sẽ bị buộc thôi học.

4. **Xử lý thi hộ:** Áp dụng cho cả người thi hộ và người nhờ thi hộ.
   - Vi phạm lần thứ nhất: Người nhờ thi hộ nhận điểm 0 học phần đó và bị đình chỉ học tập 1 năm; người thi hộ bị đình chỉ học tập 1 năm.
   - Vi phạm lần thứ hai (trong cả khóa học): Buộc thôi học.

Ngoài ra, tùy theo mức độ vi phạm, các trường hợp khác sẽ do Hội đồng kỷ luật của Trường xem xét và quyết định hình thức xử lý cụ thể.",quychehocvu.md,True
Q077,"Học phần ""Lập trình trò chơi"" trong chương trình đào tạo ngành Khoa học máy tính có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Lập trình trò chơi có mã số CT290E, số tín chỉ là 3 (Tự chọn), số tiết là 30 LT, 30 TH.","Học phần ""Lập trình trò chơi"" trong chương trình đào tạo ngành Khoa học máy tính có thông tin như sau:

- Mã số: CT290E
- Số tín chỉ: 3 tín chỉ

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo/](/api/pdfs/73_7480101_KhoaHocMayTinh.pdf)",73_7480101_KhoaHocMayTinh.md,True
Q078,Ngành Mạng máy tính và truyền thông dữ liệu được đào tạo theo những hình thức nào?,academic_program,"Hình thức đào tạo của ngành Mạng máy tính và truyền thông dữ liệu là: Chính quy, Vừa làm vừa học, Đào tạo từ xa.","Chào bạn, với tư cách là trợ lý ảo tư vấn học vụ của Trường Đại học Cần Thơ, mình xin giải đáp thắc mắc của bạn như sau:

Ngành **Mạng máy tính và truyền thông dữ liệu** (mã ngành: 7480102) được tổ chức đào tạo theo các hình thức sau:

*   Chính quy
*   Vừa làm vừa học
*   Đào tạo từ xa

---
📌 **Nguồn tham khảo:** [Thông tin chung về chương trình đào tạo](/api/pdfs/72_7480102_MangMayTinhVaTruyenThongDuLieu.pdf)",72_7480102_MangMayTinhVaTruyenThongDuLieu.md,True
Q079,"Chuẩn đầu ra (PLO) thuộc phần ""Khối kiến thức giáo dục đại cương"" của ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao gồm những nội dung gì?",academic_program,"Vận dụng kiến thức cơ bản về khoa học chính trị, khoa học xã hội và nhân văn, pháp luật, giáo dục thể chất, giáo dục quốc phòng - an ninh, ý tưởng về đổi mới sáng tạo và khởi nghiệp trong các vấn đề liên quan đến công nghệ phần mềm và phát triển cá nhân. (PLO1) Ứng dụng kiến thức toán học nền tảng để tiếp thu kiến thức chuyên môn trong lĩnh vực kỹ thuật phần mềm. (PLO2) Ứng dụng kiến thức về công nghệ số (bậc 4 Khung năng lực số) và tiếng Anh (bậc 4 Khung năng lực ngoại ngữ của Việt Nam - tương đương trình độ B2 Khung tham chiếu Châu Âu) vào nghiên cứu, cập nhật và trao đổi thông tin phục vụ học tập và phát triển chuyên môn. (PLO3)","Chào bạn, với tư cách là trợ lý ảo tư vấn học vụ của Trường Đại học Cần Thơ, tôi xin giải đáp thắc mắc của bạn về các chuẩn đầu ra (PLO) thuộc khối kiến thức giáo dục đại cương của ngành Kỹ thuật Phần mềm – Chương trình chất lượng cao như sau:

Các chuẩn đầu ra (PLO) thuộc khối kiến thức giáo dục đại cương bao gồm:

*   **PLO1:** Vận dụng kiến thức cơ bản về khoa học chính trị, khoa học xã hội và nhân văn, pháp luật, giáo dục thể chất, giáo dục quốc phòng - an ninh, ý tưởng về đổi mới sáng tạo và khởi nghiệp trong các vấn đề liên quan đến công nghệ phần mềm và phát triển cá nhân.
*   **PLO2:** Ứng dụng kiến thức toán học nền tảng để tiếp thu kiến thức chuyên môn trong lĩnh vực kỹ thuật phần mềm.
*   **PLO3:** Ứng dụng kiến thức về công nghệ số (bậc 4 Khung năng lực số) và tiếng Anh (bậc 4 Khung năng lực ngoại ngữ của Việt Nam - tương đương trình độ B2 Khung tham chiếu Châu Âu) vào nghiên cứu, cập nhật và trao đổi thông tin phục vụ học tập và phát triển chuyên môn.

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC](/api/pdfs/71_7480103C_KyThuatPhanMem_CTCLC.pdf)",71_7480103C_KyThuatPhanMem_CTCLC.md,True
Q080,"Học phần ""Anh văn tăng cường 3 (*)"" trong chương trình đào tạo ngành Khoa học máy tính có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Anh văn tăng cường 3 (*) có mã số XH033, số tín chỉ là 3 (Tự chọn), số tiết là 45 LT, 0 TH.","Học phần ""Anh văn tăng cường 3 (*)"" trong chương trình đào tạo ngành Khoa học máy tính có thông tin như sau:

- Mã số: XH033
- Số tín chỉ: 3 tín chỉ (Tự chọn)

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/73_7480101_KhoaHocMayTinh.pdf)",73_7480101_KhoaHocMayTinh.md,True
Q081,"Học phần ""Anh văn căn bản 3 (*)"" trong chương trình đào tạo ngành Trí tuệ nhân tạo có mã số và số tín chỉ là bao nhiêu?",academic_program,"Học phần Anh văn căn bản 3 (*) có mã số XH025, số tín chỉ là 3 (Tự chọn), số tiết là 45 LT, 0 TH.","Học phần ""Anh văn căn bản 3 (*)"" trong chương trình đào tạo ngành Trí tuệ nhân tạo có thông tin như sau:

- Mã số: XH025
- Số tín chỉ: 3 (Tự chọn)

---
📌 **Nguồn tham khảo:** [CHƯƠNG TRÌNH ĐÀO TẠO TRÌNH ĐỘ ĐẠI HỌC/7. Khung chương trình đào tạo](/api/pdfs/108_7480107_TriTueNhanTao.pdf)",108_7480107_TriTueNhanTao.md,True
