Original ID,Master Question,Category,Ground Truth,Answer,Source,has_ground_truth,source_relation
17,Khoản hỗ trợ chi phí học tập cho sinh viên dân tộc thiểu số thuộc hộ nghèo được nhận tối đa mấy tháng trong một năm học?,social_support,Sinh viên được hưởng không quá 10 tháng/năm học,Sinh viên được hưởng không quá 10 tháng/năm học,66_2013.md,True,single
18,Học văn bằng hai thì sinh viên dân tộc thiểu số thuộc hộ nghèo còn được nhận hỗ trợ chi phí học tập không?,social_support,Không áp dụng đối với sinh viên học văn bằng hai,Không áp dụng đối với sinh viên học văn bằng hai,66_2013.md,True,single
19,Ai là người ký xác nhận giấy chứng nhận hộ nghèo để sinh viên làm hồ sơ hỗ trợ chi phí học tập?,social_support,"Giấy chứng nhận hộ nghèo phải do Ủy ban nhân dân xã, phường, thị trấn cấp","Giấy chứng nhận hộ nghèo phải do Ủy ban nhân dân xã, phường, thị trấn cấp",donz.md,True,single
20,Nguồn tiền hỗ trợ chi phí học tập cho sinh viên dân tộc thiểu số thuộc hộ nghèo được lấy từ đâu?,social_support,Kinh phí được cân đối trong nguồn chi cho sự nghiệp giáo dục và đào tạo hằng năm theo phân cấp quản lý ngân sách nhà nước,Kinh phí được cân đối trong nguồn chi cho sự nghiệp giáo dục và đào tạo hằng năm theo phân cấp quản lý ngân sách nhà nước,66_2013.md,True,single
21,"Em học sư phạm và đã được Nhà nước hỗ trợ học phí, sinh hoạt phí rồi thì có được nhận thêm hỗ trợ chi phí đào tạo dành cho sinh viên dân tộc thiểu số không?",social_support,"Không, sinh viên sư phạm chưa được hưởng chính sách theo Nghị định 116 mới thuộc đối tượng này","Không, sinh viên sư phạm chưa được hưởng chính sách theo Nghị định 116 mới thuộc đối tượng này",Ho_tro.md,True,single
22,Sinh viên dân tộc thiểu số thuộc hộ nghèo muốn nộp hồ sơ hỗ trợ chi phí học tập thì nộp trực tiếp ở đâu?,social_support,Nộp trực tiếp tại Văn phòng Phòng Công tác Sinh viên,Nộp trực tiếp tại Văn phòng Phòng Công tác Sinh viên,donz.md,True,single
23,Trường hợp sinh viên mồ côi cả cha lẫn mẹ thì bộ hồ sơ xin trợ cấp xã hội cần những giấy tờ nào?,social_support,"Đơn xin hưởng trợ cấp, bản sao giấy chứng tử của cha mẹ hoặc giấy xác nhận của UBND cấp xã nơi cư trú là mồ côi cả cha lẫn mẹ","Đơn xin hưởng trợ cấp, bản sao giấy chứng tử của cha mẹ hoặc giấy xác nhận của UBND cấp xã nơi cư trú là mồ côi cả cha lẫn mẹ",Tro_cap_XH.md,True,single
24,Sinh viên mồ côi cần nộp hồ sơ xin trợ cấp xã hội mấy lần?,social_support,Chỉ cần nộp hồ sơ một lần để xét hưởng đến hết khóa học theo khung thời gian đào tạo,Chỉ cần nộp hồ sơ một lần để xét hưởng đến hết khóa học theo khung thời gian đào tạo,Tro_cap_XH.md,True,single
25,Sinh viên được hỗ trợ chi phí đào tạo dành cho vùng đồng bào dân tộc thiểu số thì nộp hồ sơ ở đâu?,social_support,"Nộp trực tiếp tại Phòng Quản lý chất lượng, Sở Giáo dục và Đào tạo thành phố Cần Thơ","Nộp trực tiếp tại Phòng Quản lý chất lượng, Sở Giáo dục và Đào tạo thành phố Cần Thơ",Ho_tro.md,True,single
R01,"Kỳ 3 năm học 2025-2026, sinh viên ở KTX được bố trí chỗ ở từ thời điểm nào đến thời điểm nào?",other,"Thời gian ở KTX học kỳ 3 năm học 2025-2026 là 3,5 tháng, tính từ ngày 04/5/2026 đến 21/8/2026.","Thời gian ở KTX học kỳ 3 năm học 2025-2026 là 3,5 tháng, tính từ ngày 04/5/2026 đến 21/8/2026.",tbdk_hk32526_llp.md,True,single
R02,Sinh viên phải đóng phí KTX học kỳ 3 năm học 2025-2026 khi nào?,other,Sinh viên phải đóng phí cho cả kỳ ở từ ngày 23/4 đến ngày 29/4/2026.,Sinh viên phải đóng phí cho cả kỳ ở từ ngày 23/4 đến ngày 29/4/2026.,tbdk_hk32526_llp.md,True,single
R03,"Khi chuyển khoản tiền KTX học kỳ 3 năm học 2025-2026, nội dung chuyển khoản phải ghi theo cú pháp nào?",other,Nội dung chuyển khoản ghi theo cú pháp: Mã số SV – Tên SV – Số điện thoại - KTX.,Nội dung chuyển khoản ghi theo cú pháp: Mã số SV – Tên SV – Số điện thoại - KTX.,tbdk_hk32526_llp.md,True,single
R04,Muốn ở KTX trong học kỳ 3 năm 2025-2026 thì đăng ký chậm nhất đến ngày nào?,other,Hạn cuối đăng ký ở KTX học kỳ 3 năm học 2025-2026 là ngày 10/4/2026.,Hạn cuối đăng ký ở KTX học kỳ 3 năm học 2025-2026 là ngày 10/4/2026.,tbdk_hk32526_llp.md,True,single
R05,Sinh viên mới đăng ký KTX cho học kỳ 3 năm 2025-2026 có thể vào nhận chỗ sớm nhất từ ngày nào?,other,Sinh viên đăng ký mới có thể nhận chỗ ở từ ngày 04/5/2026.,Sinh viên đăng ký mới có thể nhận chỗ ở từ ngày 04/5/2026.,tbdk_hk32526_llp.md,True,single
R06,Đợt ở KTX của học kỳ 1 năm 2026-2027 bắt đầu và kết thúc vào ngày nào?,other,"Thời gian ở KTX học kỳ 1 năm học 2026-2027 là 3,5 tháng, tính từ ngày 07/9/2026 đến 18/12/2026.","Thời gian ở KTX học kỳ 1 năm học 2026-2027 là 3,5 tháng, tính từ ngày 07/9/2026 đến 18/12/2026.",072026_tb_dk1_2627_llp.md,True,single
R07,Học kỳ 1 năm học 2026-2027 phải nộp phí KTX trong thời gian nào?,other,Sinh viên nộp phí cho cả kỳ ở từ ngày 04/8 đến ngày 07/8/2026.,Sinh viên nộp phí cho cả kỳ ở từ ngày 04/8 đến ngày 07/8/2026.,072026_tb_dk1_2627_llp.md,True,single
R08,Nếu đã ở KTX từ học kỳ 3 năm 2025-2026 thì sang học kỳ 1 năm 2026-2027 có cần đăng ký chỗ ở lại không?,other,"Không cần phải đăng ký lại, sinh viên chỉ thực hiện nộp phí theo quy định.","Không cần phải đăng ký lại, sinh viên chỉ thực hiện nộp phí theo quy định.",072026_tb_dk1_2627_llp.md,True,single
R09,Khoản phí gửi xe KTX của học kỳ 1 năm 2026-2027 được thu trong khoảng thời gian nào?,other,"Phí gửi xe của học kỳ được nộp tại Văn phòng KTX từ ngày 04/8 đến ngày 14/8/2026. Sau thời gian này, sinh viên nộp từ 15 giờ đến 16 giờ (thứ 2 đến thứ 6). Xe đạp được gửi miễn phí.","Phí gửi xe của học kỳ được nộp tại Văn phòng KTX từ ngày 04/8 đến ngày 14/8/2026. Sau thời gian này, sinh viên nộp từ 15 giờ đến 16 giờ (thứ 2 đến thứ 6). Xe đạp được gửi miễn phí.",072026_tb_dk1_2627_llp.md,True,single
Q001,Ngành Công nghệ thông tin yêu cầu những PLO nào ở khối kiến thức giáo dục đại cương?,academic_program,"- **a. PLO 1:** Áp dụng kiến thức về tính toán và toán học phù hợp với các vấn đề liên quan đến công nghệ thông tin.
- **b. PLO 2:** Hiểu biết về các chuẩn mực và trách nhiệm đối với nghề nghiệp, chính trị, đạo đức, pháp lý, văn hoá và xã hội.","- **a. PLO 1:** Áp dụng kiến thức về tính toán và toán học phù hợp với các vấn đề liên quan đến công nghệ thông tin.
- **b. PLO 2:** Hiểu biết về các chuẩn mực và trách nhiệm đối với nghề nghiệp, chính trị, đạo đức, pháp lý, văn hoá và xã hội.",66_7480201_CongNgheThongTin.md,True,single
Q002,"Trong ngành Kỹ thuật Phần mềm, phần kiến thức giáo dục đại cương gắn với những chuẩn đầu ra PLO nào?",academic_program,"Chuẩn đầu ra (PLO) về kiến thức thuộc khối giáo dục đại cương bao gồm các nội dung sau:

- **PLO1:** Vận dụng kiến thức cơ bản về khoa học chính trị, khoa học xã hội và nhân văn, pháp luật, giáo dục thể chất, giáo dục quốc phòng - an ninh, ý tưởng về đổi mới sáng tạo và khởi nghiệp trong các vấn đề liên quan đến công nghệ phần mềm và phát triển cá nhân.
- **PLO2:** Ứng dụng kiến thức toán học nền tảng để tiếp thu kiến thức chuyên môn trong lĩnh vực kỹ thuật phần mềm.
- **PLO3:** Ứng dụng kiến thức về công nghệ số (bậc 4 theo Khung năng lực số) và ngoại ngữ (tiếng Anh hoặc tiếng Pháp tương đương trình độ bậc 3/6 Khung năng lực ngoại ngữ) vào nghiên cứu, cập nhật và trao đổi thông tin phục vụ học tập và phát triển chuyên môn.","Chuẩn đầu ra (PLO) về kiến thức thuộc khối giáo dục đại cương bao gồm các nội dung sau:

- **PLO1:** Vận dụng kiến thức cơ bản về khoa học chính trị, khoa học xã hội và nhân văn, pháp luật, giáo dục thể chất, giáo dục quốc phòng - an ninh, ý tưởng về đổi mới sáng tạo và khởi nghiệp trong các vấn đề liên quan đến công nghệ phần mềm và phát triển cá nhân.
- **PLO2:** Ứng dụng kiến thức toán học nền tảng để tiếp thu kiến thức chuyên môn trong lĩnh vực kỹ thuật phần mềm.
- **PLO3:** Ứng dụng kiến thức về công nghệ số (bậc 4 theo Khung năng lực số) và ngoại ngữ (tiếng Anh hoặc tiếng Pháp tương đương trình độ bậc 3/6 Khung năng lực ngoại ngữ) vào nghiên cứu, cập nhật và trao đổi thông tin phục vụ học tập và phát triển chuyên môn.",70_7480103_KyThuatPhanMem.md,True,single
Q003,"Trong chương trình CNTT chất lượng cao, muốn học ""Kinh tế chính trị Mác - Lênin"" thì phải hoàn thành môn nào trước?",academic_program,"Học phần ""Kinh tế chính trị Mác - Lênin"" (mã số: ML016) trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) yêu cầu học phần tiên quyết là: **Triết học Mác - Lênin** (mã số: ML014).","Học phần ""Kinh tế chính trị Mác - Lênin"" (mã số: ML016) trong chương trình đào tạo ngành Công nghệ thông tin (chất lượng cao) yêu cầu học phần tiên quyết là: **Triết học Mác - Lênin** (mã số: ML014).",67_7480201C_CongNgheThongTin_CTCLC.md,True,single
Q004,"Với CNTT chất lượng cao, khối kiến thức giáo dục đại cương phải đáp ứng các PLO nào?",academic_program,"Chuẩn đầu ra (PLO) thuộc khối kiến thức giáo dục đại cương bao gồm các nội dung sau:

*   **a. (PLO 1):** Áp dụng sâu rộng kiến thức về tính toán và toán học để giải quyết các vấn đề phức tạp và đòi hỏi sự sáng tạo trong lĩnh vực công nghệ thông tin.
*   **b. (PLO 2):** Hiểu rõ và vận dụng các chuẩn mực và trách nhiệm nghề nghiệp ở tầm quốc tế, chính trị, đạo đức, pháp lý, văn hóa và xã hội, có ý thức trách nhiệm công dân toàn cầu.","Chuẩn đầu ra (PLO) thuộc khối kiến thức giáo dục đại cương bao gồm các nội dung sau:

*   **a. (PLO 1):** Áp dụng sâu rộng kiến thức về tính toán và toán học để giải quyết các vấn đề phức tạp và đòi hỏi sự sáng tạo trong lĩnh vực công nghệ thông tin.
*   **b. (PLO 2):** Hiểu rõ và vận dụng các chuẩn mực và trách nhiệm nghề nghiệp ở tầm quốc tế, chính trị, đạo đức, pháp lý, văn hóa và xã hội, có ý thức trách nhiệm công dân toàn cầu.",67_7480201C_CongNgheThongTin_CTCLC.md,True,single
Q005,Sinh viên CNTT chất lượng cao sau khi ra trường có thể làm các công việc hoặc vị trí nào?,academic_program,"Sau khi tốt nghiệp chương trình đào tạo chất lượng cao ngành Công nghệ thông tin tại Trường Đại học Cần Thơ, sinh viên có thể đảm nhận các vị trí việc làm sau:

* Nhà tư vấn, giám sát, nhà lãnh đạo lĩnh vực công nghệ thông tin cho các tổ chức, doanh nghiệp hay cá nhân.
* Lập trình viên, kỹ thuật viên, quản trị viên hệ thống công nghệ thông tin cho các tổ chức, doanh nghiệp hay cá nhân.
* Cán bộ nghiên cứu, phân tích trong lĩnh vực công nghệ thông tin tại các viện nghiên cứu hay các trường đại học.
* Giảng viên giảng dạy ở các trường đại học, cao đẳng, trung học chuyên nghiệp, trung học phổ thông.","Sau khi tốt nghiệp chương trình đào tạo chất lượng cao ngành Công nghệ thông tin tại Trường Đại học Cần Thơ, sinh viên có thể đảm nhận các vị trí việc làm sau:

* Nhà tư vấn, giám sát, nhà lãnh đạo lĩnh vực công nghệ thông tin cho các tổ chức, doanh nghiệp hay cá nhân.
* Lập trình viên, kỹ thuật viên, quản trị viên hệ thống công nghệ thông tin cho các tổ chức, doanh nghiệp hay cá nhân.
* Cán bộ nghiên cứu, phân tích trong lĩnh vực công nghệ thông tin tại các viện nghiên cứu hay các trường đại học.
* Giảng viên giảng dạy ở các trường đại học, cao đẳng, trung học chuyên nghiệp, trung học phổ thông.",67_7480201C_CongNgheThongTin_CTCLC.md,True,single
Q006,"Trong CTĐT Kỹ thuật Phần mềm, môn ""Kiểm chứng mô hình"" có mã học phần gì và bao nhiêu tín chỉ?",academic_program,"Học phần ""Kiểm chứng mô hình"" trong chương trình đào tạo ngành Kỹ thuật Phần mềm có thông tin như sau:

- Mã số: CT287
- Số tín chỉ: 3 tín chỉ","Học phần ""Kiểm chứng mô hình"" trong chương trình đào tạo ngành Kỹ thuật Phần mềm có thông tin như sau:

- Mã số: CT287
- Số tín chỉ: 3 tín chỉ",70_7480103_KyThuatPhanMem.md,True,single
Q007,"Môn ""Mạng máy tính"" trong ngành Khoa học máy tính phải học qua môn nào trước?",academic_program,"Học phần ""Mạng máy tính"" (mã số: CT112) trong chương trình đào tạo ngành Khoa học máy tính yêu cầu học phần tiên quyết là: **Nguyên lý hệ điều hành** (mã số: CT178).","Học phần ""Mạng máy tính"" (mã số: CT112) trong chương trình đào tạo ngành Khoa học máy tính yêu cầu học phần tiên quyết là: **Nguyên lý hệ điều hành** (mã số: CT178).",73_7480101_KhoaHocMayTinh.md,True,single
Q008,Các PLO của phần giáo dục đại cương trong ngành Hệ thống thông tin gồm những gì?,academic_program,"Chuẩn đầu ra (PLO) thuộc khối kiến thức giáo dục đại cương của ngành Hệ thống thông tin bao gồm các nội dung sau:

- **PLO1:** Vận dụng được các kiến thức cơ bản về khoa học chính trị, khoa học tự nhiên, khoa học xã hội và pháp luật trong quá trình hoạt động nghề nghiệp trong lĩnh vực HTTT.
- **PLO2:** Vận dụng được các kiến thức cơ bản về giáo dục thể chất, quốc phòng và an ninh để rèn luyện thể chất, ý thức kỷ luật và thực hiện nghĩa vụ công dân trong học tập và môi trường nghề nghiệp.","Chuẩn đầu ra (PLO) thuộc khối kiến thức giáo dục đại cương của ngành Hệ thống thông tin bao gồm các nội dung sau:

- **PLO1:** Vận dụng được các kiến thức cơ bản về khoa học chính trị, khoa học tự nhiên, khoa học xã hội và pháp luật trong quá trình hoạt động nghề nghiệp trong lĩnh vực HTTT.
- **PLO2:** Vận dụng được các kiến thức cơ bản về giáo dục thể chất, quốc phòng và an ninh để rèn luyện thể chất, ý thức kỷ luật và thực hiện nghĩa vụ công dân trong học tập và môi trường nghề nghiệp.",68_7480104_HeThongThongTin.md,True,single
Q009,Chương trình Trí tuệ nhân tạo mang mã ngành nào?,academic_program,Mã ngành của chương trình đào tạo Trí tuệ nhân tạo là: **7480107**.,Mã ngành của chương trình đào tạo Trí tuệ nhân tạo là: **7480107**.,108_7480107_TriTueNhanTao.md,True,single
1,Trẻ bị bỏ rơi không có nguồn nuôi dưỡng học đại học thì được hưởng chế độ học phí như thế nào?,exemption_policy,Sinh viên thuộc diện này được miễn 100% học phí,Sinh viên thuộc diện này được miễn 100% học phí,mghp.md,True,single
2,Sinh viên khuyết tật cần nộp những giấy tờ nào để làm thủ tục miễn học phí?,exemption_policy,"Cần nộp Đơn đề nghị miễn, giảm học phí (theo mẫu) và Giấy xác nhận khuyết tật do Ủy ban nhân dân xã, phường cấp","Cần nộp Đơn đề nghị miễn, giảm học phí (theo mẫu) và Giấy xác nhận khuyết tật do Ủy ban nhân dân xã, phường cấp",mghp.md,True,single
3,Sinh viên người dân tộc thiểu số ở xã khu vực III vùng dân tộc và miền núi được giảm bao nhiêu phần trăm học phí?,exemption_policy,Được giảm 70% học phí,Được giảm 70% học phí,mghp.md,True,single
4,Con của bệnh binh được hưởng chế độ học phí như thế nào?,exemption_policy,Được miễn 100% học phí,Được miễn 100% học phí,mghp.md,True,single
5,Cha hoặc mẹ bị tai nạn lao động được hưởng trợ cấp thường xuyên thì sinh viên được giảm bao nhiêu học phí?,exemption_policy,Được giảm 50% học phí,Được giảm 50% học phí,mghp.md,True,single
6,"Trong thời gian bị kỷ luật ngừng học, sinh viên còn thuộc diện được xét miễn hoặc giảm học phí không?",exemption_policy,"Không áp dụng chế độ ưu đãi miễn, giảm học phí trong thời gian sinh viên bị kỷ luật ngừng học","Không áp dụng chế độ ưu đãi miễn, giảm học phí trong thời gian sinh viên bị kỷ luật ngừng học",mghp.md,True,single
7,"Nếu sinh viên thuộc nhiều diện miễn, giảm học phí cùng lúc thì tính như thế nào?",exemption_policy,Chỉ được hưởng mức hỗ trợ cao nhất,Chỉ được hưởng mức hỗ trợ cao nhất,mghp.md,True,single
8,"Nếu đang được trả lương hoặc sinh hoạt phí trong thời gian đi học thì sinh viên còn được hưởng miễn, giảm học phí không?",exemption_policy,"Không áp dụng miễn, giảm học phí đối với trường hợp đang hưởng lương hoặc sinh hoạt phí khi đi học","Không áp dụng miễn, giảm học phí đối với trường hợp đang hưởng lương hoặc sinh hoạt phí khi đi học",mghp.md,True,single
9,Sổ hộ nghèo hết hạn thì làm gì để được tiếp tục miễn giảm học phí?,exemption_policy,Bắt buộc phải nộp bổ sung giấy xác nhận mới khi giấy cũ hết hạn để được gia hạn chế độ,Bắt buộc phải nộp bổ sung giấy xác nhận mới khi giấy cũ hết hạn để được gia hạn chế độ,mghp.md,True,single
10,"Trong năm học 2025-2026, học phí làm cơ sở tính miễn, giảm cho môn Giáo dục quốc phòng và An ninh (đại trà) là bao nhiêu?",exemption_basis,Là 451.000 đồng/tín chỉ,Là 451.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True,single
11,"Trong năm học 2025-2026, khối ngành III (Kinh doanh và quản lý, pháp luật) có mức học phí cơ sở để tính miễn giảm là bao nhiêu 1 tín chỉ?",exemption_basis,Mức học phí cơ sở là 451.000 đồng/tín chỉ,Mức học phí cơ sở là 451.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True,single
12,"Trong năm học 2025-2026, khối ngành IV (Khoa học sự sống, khoa học tự nhiên) có mức học phí cơ sở để tính miễn giảm là bao nhiêu?",exemption_basis,Mức học phí cơ sở là 487.000 đồng/tín chỉ,Mức học phí cơ sở là 487.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True,single
13,"Trong năm học 2025-2026, khối ngành VI (Sức khỏe) có mức học phí cơ sở để tính miễn giảm là bao nhiêu?",exemption_basis,Mức học phí cơ sở là 753.000 đồng/tín chỉ,Mức học phí cơ sở là 753.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True,single
14,"Trong năm học 2025-2026, sinh viên chương trình tiên tiến khóa 47 trở về trước có học phí làm cơ sở tính miễn giảm là bao nhiêu?",exemption_basis,Mức học phí là 335.000 đồng/tín chỉ,Mức học phí là 335.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True,single
R31,Quyết định 17/QĐ-HSV về Sinh viên 5 tốt bắt đầu được áp dụng từ năm học nào?,other,Quyết định có hiệu lực thi hành kể từ năm học 2025-2026.,Quyết định có hiệu lực thi hành kể từ năm học 2025-2026.,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True,single
R32,"Theo tiêu chí Sinh viên 5 tốt cấp Đại học Cần Thơ giai đoạn 2025-2028, muốn đạt Đạo đức tốt thì điểm rèn luyện trung bình cần từ mức nào trở lên?",other,"Điểm rèn luyện trung bình cộng của học kỳ 3 năm học trước, học kỳ 1 và 2 năm học xét phải đạt từ 85 điểm trở lên.","Điểm rèn luyện trung bình cộng của học kỳ 3 năm học trước, học kỳ 1 và 2 năm học xét phải đạt từ 85 điểm trở lên.",17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True,single
R33,"Theo tiêu chí Sinh viên 5 tốt cấp Đại học Cần Thơ giai đoạn 2025-2028, sinh viên năm nhất được xét Đạo đức tốt bằng điểm rèn luyện của các học kỳ nào?",other,"Đối với sinh viên năm nhất, tiêu chí điểm rèn luyện của Đạo đức tốt chỉ xét điểm của học kỳ 1 và 2 năm học xét.","Đối với sinh viên năm nhất, tiêu chí điểm rèn luyện của Đạo đức tốt chỉ xét điểm của học kỳ 1 và 2 năm học xét.",17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True,single
CDICT001,"Giả sử dùng CTĐT 2025 để đối chiếu: CNTT CLC K44 cần hoàn thành tổng cộng bao nhiêu tín chỉ, và riêng năm học 2026-2027 mức học phí theo năm là bao nhiêu?",actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K44 là 25 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K44 là 25 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT002,"Giả sử dùng CTĐT 2025 để đối chiếu: Với CNTT CLC K45, chương trình có tổng số tín chỉ là bao nhiêu? Năm 2026-2027 sinh viên phải đóng học phí cả năm ở mức nào?",actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K45 là 26 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K45 là 26 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT003,Giả sử dùng CTĐT 2025 để đối chiếu: Sinh viên CNTT CLC K46 học tổng cộng bao nhiêu tín chỉ và mức thu học phí theo năm cho 2026-2027 là bao nhiêu?,actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K46 là 28 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K46 là 28 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT004,Giả sử dùng CTĐT 2025 để đối chiếu: Cho mình biết tổng số tín chỉ của CNTT CLC K47 và số tiền học phí một năm áp dụng trong năm học 2026-2027.,actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K47 là 30 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K47 là 30 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT005,"Giả sử dùng CTĐT 2025 để đối chiếu: CNTT CLC K48 cần hoàn thành tổng cộng bao nhiêu tín chỉ, và riêng năm học 2026-2027 mức học phí theo năm là bao nhiêu?",actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K48 là 33 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K48 là 33 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT006,"Giả sử dùng CTĐT 2025 để đối chiếu: Với CNTT CLC K49, chương trình có tổng số tín chỉ là bao nhiêu? Năm 2026-2027 sinh viên phải đóng học phí cả năm ở mức nào?",actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K49 là 36 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K49 là 36 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT007,Giả sử dùng CTĐT 2025 để đối chiếu: Sinh viên CNTT CLC K50 học tổng cộng bao nhiêu tín chỉ và mức thu học phí theo năm cho 2026-2027 là bao nhiêu?,actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K50 là 36 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K50 là 36 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT008,Giả sử dùng CTĐT 2025 để đối chiếu: Cho mình biết tổng số tín chỉ của CNTT CLC K51 và số tiền học phí một năm áp dụng trong năm học 2026-2027.,actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K51 là 40 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K51 là 40 triệu đồng/năm học.,67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT009,"Giả sử dùng CTĐT 2025 để đối chiếu: CNTT CLC K52 cần hoàn thành tổng cộng bao nhiêu tín chỉ, và riêng năm học 2026-2027 mức học phí theo năm là bao nhiêu?",actual_tuition,"Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K52 là 44,0 triệu đồng/năm học.","Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K52 là 44,0 triệu đồng/năm học.",67_7480201C_CongNgheThongTin_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT010,"Giả sử dùng CTĐT 2025 để đối chiếu: Với KTPM CLC K48, chương trình có tổng số tín chỉ là bao nhiêu? Năm 2026-2027 sinh viên phải đóng học phí cả năm ở mức nào?",actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K48 là 33 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K48 là 33 triệu đồng/năm học.,71_7480103C_KyThuatPhanMem_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT011,Giả sử dùng CTĐT 2025 để đối chiếu: Sinh viên KTPM CLC K49 học tổng cộng bao nhiêu tín chỉ và mức thu học phí theo năm cho 2026-2027 là bao nhiêu?,actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K49 là 33 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K49 là 33 triệu đồng/năm học.,71_7480103C_KyThuatPhanMem_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
CDICT012,Giả sử dùng CTĐT 2025 để đối chiếu: Cho mình biết tổng số tín chỉ của KTPM CLC K50 và số tiền học phí một năm áp dụng trong năm học 2026-2027.,actual_tuition,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K50 là 33 triệu đồng/năm học.,Theo giả định đối chiếu CTĐT 2025: CTĐT có 168 tín chỉ; mức học phí cố định của K50 là 33 triệu đồng/năm học.,71_7480103C_KyThuatPhanMem_CTCLC.md; MucHocPhi_ChatLuongCao_TienTien.md,True,all_required
